NoGroupe6|NoCours|NomCours|NumeroLocal|idLocal|TypeDeLocal|DateDebut|HeureDebut|DateFin|HeureFin|NoJour|
000251|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-17|12:00:00|2016-10-23|14:00:00|5|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-22|14:00:00|2016-08-28|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-24|14:00:00|2016-10-30|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-31|14:00:00|2016-11-06|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-07|14:00:00|2016-11-13|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-14|14:00:00|2016-11-20|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-21|14:00:00|2016-11-27|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-28|14:00:00|2016-12-04|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-05|14:00:00|2016-12-11|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-12|14:00:00|2016-12-18|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-22|08:00:00|2016-08-28|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-29|08:00:00|2016-09-04|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-29|14:00:00|2016-09-04|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-05|08:00:00|2016-09-11|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-12|08:00:00|2016-09-18|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-19|08:00:00|2016-09-25|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-26|08:00:00|2016-10-02|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-03|08:00:00|2016-10-09|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-10|08:00:00|2016-10-16|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-24|08:00:00|2016-10-30|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-31|08:00:00|2016-11-06|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-07|08:00:00|2016-11-13|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-05|14:00:00|2016-09-11|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-14|08:00:00|2016-11-20|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-21|08:00:00|2016-11-27|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-28|08:00:00|2016-12-04|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-05|08:00:00|2016-12-11|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-12|08:00:00|2016-12-18|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-19|08:00:00|2016-12-25|10:00:00|1|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-19|14:00:00|2016-09-25|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-26|14:00:00|2016-10-02|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-03|14:00:00|2016-10-09|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-10|14:00:00|2016-10-16|16:00:00|4|
000256|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-17|14:00:00|2016-10-23|16:00:00|4|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-22|15:00:00|2016-08-28|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-24|15:00:00|2016-10-30|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-07|15:00:00|2016-11-13|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-14|15:00:00|2016-11-20|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-21|15:00:00|2016-11-27|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-28|15:00:00|2016-12-04|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-05|15:00:00|2016-12-11|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-12|15:00:00|2016-12-18|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-22|10:00:00|2016-08-28|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-29|10:00:00|2016-09-04|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-29|15:00:00|2016-09-04|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-19|10:00:00|2016-09-25|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-26|10:00:00|2016-10-02|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-03|10:00:00|2016-10-09|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-10|10:00:00|2016-10-16|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-17|10:00:00|2016-10-23|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-24|10:00:00|2016-10-30|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-31|10:00:00|2016-11-06|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-07|10:00:00|2016-11-13|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-05|15:00:00|2016-09-11|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-14|10:00:00|2016-11-20|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-21|10:00:00|2016-11-27|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-28|10:00:00|2016-12-04|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-05|10:00:00|2016-12-11|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-12|10:00:00|2016-12-18|12:00:00|2|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-12|15:00:00|2016-09-18|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-26|15:00:00|2016-10-02|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-03|15:00:00|2016-10-09|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-10|15:00:00|2016-10-16|17:00:00|5|
000257|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-17|15:00:00|2016-10-23|17:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-26|08:10:00|2016-08-26|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-02|08:10:00|2016-09-02|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-28|08:10:00|2016-10-28|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-09|08:10:00|2016-09-09|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-04|08:10:00|2016-11-04|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-07|08:10:00|2016-10-07|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-02|08:10:00|2016-12-02|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-23|08:10:00|2016-09-23|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-18|08:10:00|2016-11-18|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-14|08:10:00|2016-10-14|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-09|08:10:00|2016-12-09|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-16|08:10:00|2016-09-16|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-11|08:10:00|2016-11-11|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-30|08:10:00|2016-09-30|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-25|08:10:00|2016-11-25|10:00:00|5|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-22|14:10:00|2016-08-28|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-24|14:10:00|2016-10-30|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-31|14:10:00|2016-11-06|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-07|14:10:00|2016-11-13|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-14|14:10:00|2016-11-20|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-21|14:10:00|2016-11-27|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-11-28|14:10:00|2016-12-04|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-05|14:10:00|2016-12-11|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-12-12|14:10:00|2016-12-18|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-29|14:10:00|2016-09-04|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-05|14:10:00|2016-09-11|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-12|14:10:00|2016-09-18|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-19|14:10:00|2016-09-25|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-09-26|14:10:00|2016-10-02|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-10|14:10:00|2016-10-16|16:00:00|2|
000271|360300RE|Méthodes quantitatives en sciences humaines|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-10-17|14:10:00|2016-10-23|16:00:00|2|
000002|601103MQ|Littérature québécoise|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|1|
000009|604102MQ|Langue anglaise et culture|E2212|MULTIMÉDIA - Maths|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|1|
000009|383920RE|Initiation à l'économie globale|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|15:00:00|2016-12-19|18:00:00|5|
000254|385940MA|Introduction à la vie politique|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|1|
000255|385940MA|Introduction à la vie politique|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|2|
000256|385940MA|Introduction à la vie politique|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|3|
000221|385941MA|Citoyenneté et État|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|4|
000223|385941MA|Citoyenneté et État|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|14:00:00|3|
000224|385941MA|Citoyenneté et État|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|1|
000001|387701MA|Dynamique et enjeux des changements sociaux|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|5|
000002|387701MA|Dynamique et enjeux des changements sociaux|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|14:00:00|1|
000224|387960MA|Individu et société|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|3|
000225|387960MA|Individu et société|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|4|
000002|387969MA|Défis sociaux et justice sociale|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|2|
000020|601101MQ|Écriture et littérature|E2213|MULTIMÉDIA - Sociologie/Politique|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|5|
000001|330961MA|Histoire des États-Unis|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|3|
000002|383920RE|Initiation à l'économie globale|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|4|
000003|383920RE|Initiation à l'économie globale|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|5|
000004|383920RE|Initiation à l'économie globale|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|14:00:00|3|
000005|383920RE|Initiation à l'économie globale|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|15:00:00|2016-12-19|18:00:00|1|
000006|383920RE|Initiation à l'économie globale|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|14:00:00|1|
000008|383920RE|Initiation à l'économie globale|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|3|
000010|383920RE|Initiation à l'économie globale|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|2|
000001|383921MA|Les agents économiques|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|1|
000002|383921MA|Les agents économiques|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|4|
000003|383921MA|Les agents économiques|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|2|
000001|383CC2MA|Démystifier l'actualité économique|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|5|
000039|601101MQ|Écriture et littérature|E2214|MULTIMÉDIA - Économie|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|5|
000207|202NYA05|Chimie générale : la matière|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|14:00:00|2016-12-18|15:00:00|5|
000001|300300RE|Initiation pratique à la méthodologie des sciences humaines|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|1|
000001|601101MQ|Écriture et littérature|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|4|
000001|601101MQ|Écriture et littérature|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|1|
000004|601101MQ|Écriture et littérature|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|1|
000032|601101MQ|Écriture et littérature|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|5|
000044|601101MQ|Écriture et littérature|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|4|
000001|601102MQ|Littérature et imaginaire|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|2|
000011|601102MQ|Littérature et imaginaire|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|1|
000012|601102MQ|Littérature et imaginaire|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|1|
000012|601102MQ|Littérature et imaginaire|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|3|
000013|601103MQ|Littérature québécoise|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|3|
000002|601P21MA|Médias et communication|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|2|
000004|601P21MA|Médias et communication|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|3|
000001|601P24MA|Médias et communication|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|5|
000002|601P24MA|Médias et communication|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|3|
000003|601P24MA|Médias et communication|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|2|
000003|601P24MA|Médias et communication|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|4|
000005|601P24MA|Médias et communication|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|12:00:00|2016-12-18|14:00:00|3|
000008|601P24MA|Médias et communication|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|2|
000001|601P29MA|Communication et pratiques médiatiques|E3303|MULTIMÉDIA -Français|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|5|
000001|101904MA|Microbiologie|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|5|
000005|18033AMA|Notions essentielles à la pratique infirmière|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|13:00:00|2016-12-19|17:00:00|1|
000001|18055AMA|Pratique infirmière en psychiatrie|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|2|
000002|18055AMA|Pratique infirmière en psychiatrie|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|1|
000002|202EEC05|Chimie organique I|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|14:00:00|2016-12-18|16:00:00|5|
000003|202NYA05|Chimie générale : la matière|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|08:00:00|2016-12-25|10:00:00|1|
000038|340101MQ|Philosophie et rationalité|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|5|
000038|340101MQ|Philosophie et rationalité|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|3|
000009|387960MA|Individu et société|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|4|
000001|410130MA|Marketing|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|5|
000012|601101MQ|Écriture et littérature|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|2|
000013|601101MQ|Écriture et littérature|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|3|
000015|601101MQ|Écriture et littérature|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|2|
000028|601101MQ|Écriture et littérature|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|13:00:00|3|
000007|601103MQ|Littérature québécoise|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|4|
000024|601103MQ|Littérature québécoise|E3304|MULTIMÉDIA-Philosophie|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|5|
000001|310100MA|Découverte de la profession|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|14:00:00|5|
000002|310100MA|Découverte de la profession|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|3|
000003|310100MA|Découverte de la profession|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|2|
000003|310321MA|L'intervenant et le réseau juvénile|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|4|
000001|310322MA|L'intervenant et le réseau adulte|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|1|
000002|310322MA|L'intervenant et le réseau adulte|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|11:00:00|5|
000001|310323MA|L'intervenant et le droit pénal|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|16:00:00|1|
000003|310323MA|L'intervenant et le droit pénal|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|18:00:00|3|
000001|310FENMA|Ressources communautaires et travail policier|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|4|
000002|310FENMA|Ressources communautaires et travail policier|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|2|
000003|310FENMA|Ressources communautaires et travail policier|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|17:00:00|5|
000045|601101MQ|Écriture et littérature|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|12:00:00|2016-12-19|14:00:00|3|
000001|601EUFMA|cours préparatoire à l' EUF|E3305|Multimédia - SIN|Classe de multimédia|2016-08-22|11:00:00|2016-12-19|14:00:00|2|
